CH01-S00.DLE	1273	12	35	"אני מתכוונת לזה."
CH01-S00.DLE	1273	12	36	"אל תתעסק בדברים שלי כשאינני כאן!"
CH01-S00.DLE	1273	22	37	"לא נשארו לך בכלל דברים!"
CH01-S00.DLE	1273	10	8	""
CH01-S00.DLE	1366	12	38	"למה זה תמיד קורה לי?"
CH01-S00.DLE	1366	12	39	"שאר המיסטיקנים לא יכולים לעשות כלום בעצמם אף פעם?"
CH01-S00.DLE	1366	10	8	""
CH01-S00.DLE	1451	12	40	"נראה לי שכדאי שאצא בקרוב."
CH01-S00.DLE	1451	10	8	""
CH01-S00.DLE	1486	12	41	"אחל לי הצלחה, פאון."
CH01-S00.DLE	1486	10	8	""
CH01-S00.DLE	1515	12	42	"על החיים ועל המוות."
CH01-S00.DLE	1515	10	8	""
CH01-S00.DLE	1544	12	43	"אני מקווה שפאון לא יחריב לי את הבית."
CH01-S00.DLE	1544	10	8	""
CH01-S00.DLE	1590	12	44	"אין כאן בדרך כלל סירה קטנה?"
CH01-S00.DLE	1590	10	8	""
CH01-S00.DLE	1627	12	45	"למה דארם לא יכל לעשות את זה במקומי?"
CH01-S00.DLE	1627	10	8	""
CH01-S00.DLE	1672	12	46	"האמת שאני נהנית מהנסיעה לעמק ערפילי בוקר."
CH01-S00.DLE	1672	10	8	""
CH01-S00.DLE	1723	12	47	"-זה- מקום נעים."
CH01-S00.DLE	1723	10	8	""
CH01-S00.DLE	1748	12	48	"אבוא לכאן בפעם הבאה שאערוך פיקניק."
CH01-S00.DLE	1748	10	8	""
CH01-S00.DLE	1792	12	49	"(הדבר הזה ראוי לשוט בים?)"
CH01-S00.DLE	1792	18	50	"היי, תרגיעי!"
CH01-S00.DLE	1792	12	51	"שמעת את מחשבותיי?"
CH01-S00.DLE	1792	18	52	"היי, אני פיה! יש לנו כוחות קסם!"
CH01-S00.DLE	1792	10	8	""
CH01-S00.DLE	1905	12	53	"(ברות' כזה בחור נהדר.)"
CH01-S00.DLE	1905	18	54	"ניסיון יפה."
CH01-S00.DLE	1905	10	8	""
CH01-S00.DLE	1954	12	55	"אולי אני יכולה לשכנע את ברות' לתת לי טרמפ."
CH01-S00.DLE	1954	10	8	""
CH01-S00.DLE	2006	12	56	"אז למה אני עומדת כאן?"
CH01-S00.DLE	2006	10	8	""
CH01-S00.DLE	2037	12	57	"אם אני כבר כאן, אז נראה לי שאכנס..."
CH01-S00.DLE	2037	12	58	"...אבל ממש כדאי שאחזור למעבורת בקרוב."
CH01-S00.DLE	2037	10	8	""
CH01-S00.DLE	2125	12	59	"איזה יופי, אני מרגישה שמתחילה לי פריחה."
CH01-S00.DLE	2125	10	8	""
CH01-S00.DLE	2174	12	60	"(החבר הזה הוא בלגניסט אפילו יותר ממני.)"
CH01-S00.DLE	2174	10	8	""
CH01-S00.DLE	2223	12	61	"לפחות חמים ונעים כאן."
CH01-S00.DLE	2223	10	8	""
CH01-S00.DLE	2254	12	62	"אני ממש, ממש חייבת לחזור למעבורת."
CH01-S00.DLE	2254	10	8	""
CH01-S00.DLE	2297	12	63	"...או אולי אערוך כאן פיקניק."
CH01-S00.DLE	2297	10	8	""
CH01-S00.DLE	2335	12	64	"אני חייבת לחזור לכיוון המעבורת בקרוב."
CH01-S00.DLE	2335	10	8	""
CH01-S00.DLE	2382	12	65	"אני מוכרחה ללכת לעמק!"
CH01-S00.DLE	2382	10	8	""
CH01-S00.DLE	2413	12	66	"איף!"
CH01-S00.DLE	2413	10	8	""
CH01-S00.DLE	2427	12	67	"לעולם לא אוכל ביצה קשה שוב."
CH01-S00.DLE	2427	10	8	""
CH01-S00.DLE	2464	12	68	"אולי החבר'ה האלה יוכלו לקחת אותי לערפילי בוקר?"
CH01-S00.DLE	2464	10	8	""
CH01-S00.DLE	2520	12	69	"הסירה הזאת גורמת לגיגית של ברות' להיראות טוב."
CH01-S00.DLE	2520	10	8	""
CH01-S00.DLE	2575	12	70	"היי! יש גחליליות קטנות בכל מקום."
CH01-S00.DLE	2575	10	8	""
CH01-S00.DLE	2617	12	71	"אני תוהה למה הן כל כך שקטות?"
CH01-S00.DLE	2617	10	8	""
CH01-S00.DLE	2655	12	72	"אני חייבת לחזור למעבורת."
CH01-S00.DLE	2655	10	8	""
CH01-S00.DLE	2689	12	73	"החור הזה נראה כמו מקום בטוח."
CH01-S00.DLE	2689	10	8	""
CH01-S00.DLE	2727	12	74	"מה זה הריח הזה?"
CH01-S00.DLE	2727	10	8	""
CH01-S00.DLE	2752	12	75	"למה אני מנסה להתחמק מהמעבורת?"
CH01-S00.DLE	2752	10	8	""
CH01-S00.DLE	2791	12	76	"אני מניחה שזו מערת שודדי הים האגדית!"
CH01-S00.DLE	2791	10	8	""
CH01-S00.DLE	2837	12	77	"בררר! קר כאן!"
CH01-S00.DLE	2837	10	8	""
CH01-S00.DLE	2860	10	8	""
CH01-S00.DLE	2864	10	9	""
CH01-S00.DLE	2868	10	9	""
CH01-S00.DLE	2872	11	78	"חם היום."
CH01-S00.DLE	2872	10	9	""
CH01-S00.DLE	2890	11	79	"הלוואי שהמעבורת היתה יוצאת מכאן."
CH01-S00.DLE	2890	10	9	""
CH01-S00.DLE	2932	12	80	"איח!"
CH01-S00.DLE	2932	10	9	""
CH01-S00.DLE	2946	12	81	"איפה המעבורת? חשבתי שהיא היתה ממש כאן."
CH01-S00.DLE	2946	10	9	""
CH01-S00.DLE	2994	12	82	"סוף סוף! כבר חשבתי שלעולם לא אגיע לכאן."
CH01-S00.DLE	2994	10	9	""
CH01-S00.DLE	3043	10	9	""
CH01-S00.DLE	3047	12	83	"הנה הבית של הרב."
CH01-S00.DLE	3047	10	9	""
CH01-S00.DLE	3073	12	84	"היוש הרב."
CH01-S00.DLE	3073	13	85	"שלום זאנתיה."
CH01-S00.DLE	3073	10	9	""
CH01-S00.DLE	3110	10	9	""
CH01-S00.DLE	3114	11	86	"גרר, גרר, גרר. אתה לא מחדש לי כלום, חבר."
CH01-S00.DLE	3114	10	9	""
CH01-S00.DLE	3164	12	87	"איייייף! משהו רקוב בקירנדיה!"
CH01-S00.DLE	3164	10	9	""
CH01-S00.DLE	3202	10	9	""
CH01-S00.DLE	3206	10	9	""
CH01-S00.DLE	3210	10	9	""
CH01-S00.DLE	3214	12	88	"מסריח כאן."
CH01-S00.DLE	3214	10	9	""
CH01-S00.DLE	3234	12	89	"זה מרשים ביותר!"
CH01-S00.DLE	3234	10	9	""
CH01-S00.DLE	3259	10	0	""
CH01-S01.DLE	160	12	0	"יש לך זהב?"
CH01-S01.DLE	160	13	1	"למה את שואלת?"
CH01-S01.DLE	160	12	2	"אני צריכה לשלם לברות' על שיט במעבורת."
CH01-S01.DLE	160	13	3	"אין לי."
CH01-S01.DLE	160	14	4	"למה שלא תחפרי את אוצר שודדי הים?"
CH01-S01.DLE	160	15	5	"כן, כן, האוצר האבוד!"
CH01-S01.DLE	160	4	2	""
CH01-S01.DLE	160	10	6	""
CH01-S01.DLE	323	10	7	""
CH01-S01.DLE	327	10	5	""
CH01-S01.DLE	331	18	6	"נו, עשית זהב כבר?"
CH01-S01.DLE	331	12	7	"אמצא כבר איפה שהוא."
CH01-S01.DLE	331	10	6	""
CH01-S01.DLE	383	12	8	"אני לא יכולה פשוט לשוט בחינם?"
CH01-S01.DLE	383	18	9	"מצטער. אין יוצאים מן הכלל."
CH01-S01.DLE	383	10	7	""
CH01-S01.DLE	454	12	10	"אני לא יכולה לשלם לך כשאחזור?"
CH01-S01.DLE	454	18	11	"משלמים מראש. זה החוק."
CH01-S01.DLE	454	10	5	""
CH01-S01.DLE	520	12	12	"תפסתם כבר משהו?"
CH01-S01.DLE	520	16	13	"עוד לא."
CH01-S01.DLE	520	10	6	""
CH01-S01.DLE	558	12	14	"יש לכם אולי קצת זהב?"
CH01-S01.DLE	558	17	15	"לא."
CH01-S01.DLE	558	10	7	""
CH01-S01.DLE	597	12	16	"אני צריכה זהההההב!"
CH01-S01.DLE	597	16	17	"מצטער."
CH01-S01.DLE	597	10	5	""
CH01-S01.DLE	637	12	18	"נראה רעב."
CH01-S01.DLE	637	10	6	""
CH01-S01.DLE	656	12	19	"שיניים גדולות."
CH01-S01.DLE	656	10	7	""
CH01-S01.DLE	680	12	20	"כמה זבובים צריך כדי להאכיל אחד כזה?"
CH01-S01.DLE	680	10	5	""
CH01-S01.DLE	725	20	21	"לאן את חושבת שאת הולכת?"
CH01-S01.DLE	725	12	22	"זוז, הבל פה גבינתי. אין לי זמן לזה."
CH01-S01.DLE	725	20	23	"את לא תעברי אותי, גברת!"
CH01-S01.DLE	725	10	6	""
CH01-S01.DLE	828	12	24	"אני מריחה גבינה, או שזה רק אתה?"
CH01-S01.DLE	828	20	25	"לא שמתי לב לזה לפני שהגעת לכאן."
CH01-S01.DLE	828	10	7	""
CH01-S01.DLE	906	20	26	"עופי מפה, בלונדה!"
CH01-S01.DLE	906	12	27	"מה יש במערה?"
CH01-S01.DLE	906	20	28	"זה לא עניינך!"
CH01-S01.DLE	906	4	3	""
CH01-S01.DLE	906	10	5	""
CH01-S01.DLE	974	10	6	""
CH01-S01.DLE	978	10	7	""
CH01-S01.DLE	982	10	5	""
CH01-S01.DLE	986	22	29	"עוד לא הלכת?"
CH01-S01.DLE	986	10	6	""
CH01-S01.DLE	1008	22	30	"הזדרזי!"
CH01-S01.DLE	1008	10	7	""
CH01-S01.DLE	1025	22	31	"את הולכת להיתקע כאן לנצח?"
CH01-S01.DLE	1025	10	8	""
CH01-S01.DLE	1060	12	32	"אני יודעת שאין שם שום זהב."
CH01-S01.DLE	1060	10	8	""
CH01-S01.DLE	1096	12	33	"כדאי שאחפש במקום אחר."
CH01-S01.DLE	1096	10	8	""
CH01-S01.DLE	1127	12	34	"אין כמו בבית."
CH01-S01.DLE	1127	10	8	""
CH01-S01.DLE	1150	12	35	"היה נעים."
CH01-S01.DLE	1150	10	8	""
CH01-S01.DLE	1169	12	36	"אולי יש פה זהב?"
CH01-S01.DLE	1169	10	8	""
CH01-S01.DLE	1194	12	37	"מזח קטן וחמוד."
CH01-S01.DLE	1194	10	8	""
CH01-S01.DLE	1218	12	38	"יש כאן שיני זהב?"
CH01-S01.DLE	1218	10	8	""
CH01-S01.DLE	1244	12	39	"אולי יש פה כמה שיני זהב?"
CH01-S01.DLE	1244	10	8	""
CH01-S01.DLE	1278	12	40	"איח!"
CH01-S01.DLE	1278	10	8	""
CH01-S01.DLE	1292	12	41	"איזה פחד!"
CH01-S01.DLE	1292	10	8	""
CH01-S01.DLE	1311	12	42	"אולי אני יכולה לחטוף את המעבורת."
CH01-S01.DLE	1311	10	8	""
CH01-S01.DLE	1353	12	43	"רחוק מדי לשחייה."
CH01-S01.DLE	1353	10	8	""
CH01-S01.DLE	1379	12	44	"אולי יש ביצי זהב בקן ההוא?"
CH01-S01.DLE	1379	10	8	""
CH01-S01.DLE	1415	12	45	"המממם."
CH01-S01.DLE	1415	10	8	""
CH01-S01.DLE	1431	12	46	"עייפתי."
CH01-S01.DLE	1431	10	8	""
CH01-S01.DLE	1448	11	47	"אני מוכנה לנמנם עכשיו."
CH01-S01.DLE	1448	10	8	""
CH01-S01.DLE	1480	12	48	"למה דארם לא יכל לעשות את זה?"
CH01-S01.DLE	1480	10	8	""
CH01-S01.DLE	1518	12	49	"יש לי דברים אחרים לעשות."
CH01-S01.DLE	1518	10	8	""
CH01-S01.DLE	1552	12	50	"אני מניחה שאני האפשרות הטובה ביותר."
CH01-S01.DLE	1552	10	8	""
CH01-S01.DLE	1597	12	51	"ברין בחיים לא היתה מסתדרת."
CH01-S01.DLE	1597	10	8	""
CH01-S01.DLE	1633	12	52	"אוהו, עוד מפלצת."
CH01-S01.DLE	1633	10	8	""
CH01-S01.DLE	1659	12	53	"אני מניחה שיש אנשים שפוחדים מהן."
CH01-S01.DLE	1659	10	8	""
CH01-S01.DLE	1701	12	54	"פיו!"
CH01-S01.DLE	1701	10	8	""
CH01-S01.DLE	1715	12	55	"יפהפה, אבל מצחין!"
CH01-S01.DLE	1715	10	8	""
CH01-S01.DLE	1742	12	56	"אולי בכל זאת אשחה."
CH01-S01.DLE	1742	10	8	""
CH01-S01.DLE	1770	12	57	"להההה, רחוק מדי."
CH01-S01.DLE	1770	10	8	""
CH01-S01.DLE	1796	12	58	"חרקים מוסיקליים."
CH01-S01.DLE	1796	10	8	""
CH01-S01.DLE	1822	12	59	"יש גם שבלולים מזמרים?"
CH01-S01.DLE	1822	10	8	""
CH01-S01.DLE	1853	12	60	"התעייפתי כבר."
CH01-S01.DLE	1853	10	8	""
CH01-S01.DLE	1876	12	61	"אני מוכנה לנמנם עכשיו."
CH01-S01.DLE	1876	10	8	""
CH01-S01.DLE	1908	12	62	"מה זה הריח הזה?"
CH01-S01.DLE	1908	10	8	""
CH01-S01.DLE	1933	12	63	"לא נראה לי שזה מגיע מהנעליים שלי!"
CH01-S01.DLE	1933	10	8	""
CH01-S01.DLE	1976	12	64	"נראה שזאת היא מערת שודדי הים האגדית."
CH01-S01.DLE	1976	10	8	""
CH01-S01.DLE	2022	12	65	"בחיי, קר כאן."
CH01-S01.DLE	2022	10	8	""
CH01-S01.DLE	2045	10	8	""
CH01-S01.DLE	2049	10	9	""
CH01-S01.DLE	2053	10	9	""
CH01-S01.DLE	2057	10	9	""
CH01-S01.DLE	2061	10	9	""
CH01-S01.DLE	2065	10	9	""
CH01-S01.DLE	2069	10	9	""
CH01-S01.DLE	2073	12	66	"זה לא הוגן! מדובר בעניין רשמי לכל דבר!"
CH01-S01.DLE	2073	10	9	""
CH01-S01.DLE	2121	10	9	""
CH01-S01.DLE	2125	10	9	""
CH01-S01.DLE	2129	10	9	""
CH01-S01.DLE	2133	10	9	""
CH01-S01.DLE	2137	10	9	""
CH01-S01.DLE	2141	12	67	"אני תוהה אם אוכל לעבוד על ברות' עם אבן בצבע זהב?"
CH01-S01.DLE	2141	10	9	""
CH01-S01.DLE	2199	10	9	""
CH01-S01.DLE	2203	10	9	""
CH01-S01.DLE	2207	10	9	""
CH01-S01.DLE	2211	10	9	""
CH01-S01.DLE	2215	12	68	"מוכרח להיות כאן זהב איפה שהוא!"
CH01-S01.DLE	2215	10	9	""
CH01-S01.DLE	2255	10	0	""
CH01-S02.DLE	160	12	0	"אתם יודעים איפה האוצר נמצא?"
CH01-S02.DLE	160	13	1	"מעולם לא ראיתי אותו."
CH01-S02.DLE	160	14	2	"מן הסתם קבור."
CH01-S02.DLE	160	15	3	"כן, כן, קבור."
CH01-S02.DLE	160	10	6	""
CH01-S02.DLE	261	12	4	"אתה בטוח שאין לך זהב?"
CH01-S02.DLE	261	13	5	"אין לי כלום."
CH01-S02.DLE	261	10	7	""
CH01-S02.DLE	310	12	6	"איפה כדאי לי לחפש?"
CH01-S02.DLE	310	13	7	"את יכולה לנחש בדיוק כמוני."
CH01-S02.DLE	310	15	8	"אולי האוצר טמון במעיינות הגופרית!"
CH01-S02.DLE	310	10	5	""
CH01-S02.DLE	409	18	9	"יש לך זהב?"
CH01-S02.DLE	409	12	10	"עדיין לא."
CH01-S02.DLE	409	10	6	""
CH01-S02.DLE	444	12	11	"אני לא יכולה לעלות בחינם?"
CH01-S02.DLE	444	18	12	"מצטער."
CH01-S02.DLE	444	10	7	""
CH01-S02.DLE	491	12	13	"אני כאן במשימה רשמית!"
CH01-S02.DLE	491	18	14	"כן, גם אני!"
CH01-S02.DLE	491	10	5	""
CH01-S02.DLE	539	12	15	"תפסתם משהו?"
CH01-S02.DLE	539	16	16	"עדיין לא."
CH01-S02.DLE	539	10	6	""
CH01-S02.DLE	575	12	17	"שום כלום?"
CH01-S02.DLE	575	16	18	"את עושה יותר מדי רעש."
CH01-S02.DLE	575	10	7	""
CH01-S02.DLE	621	12	19	"באיזה פיתיון אתם משתמשים?"
CH01-S02.DLE	621	17	20	"פיתיון?"
CH01-S02.DLE	621	10	5	""
CH01-S02.DLE	669	12	21	"נראה רעב."
CH01-S02.DLE	669	10	6	""
CH01-S02.DLE	688	12	22	"שיניים גדולות."
CH01-S02.DLE	688	10	7	""
CH01-S02.DLE	712	12	23	"איזה נודניק!"
CH01-S02.DLE	712	10	5	""
CH01-S02.DLE	734	12	24	"טוב נשמה, זוז מהדרך."
CH01-S02.DLE	734	20	25	"נוח לי בדיוק היכן שאני..."
CH01-S02.DLE	734	12	26	"האם יש שם מאחור איזה שהוא אוצר?"
CH01-S02.DLE	734	20	27	"למה שאספר לך?"
CH01-S02.DLE	734	4	3	""
CH01-S02.DLE	734	10	6	""
CH01-S02.DLE	855	12	28	"אני צריכה למצוא את האוצר האבוד."
CH01-S02.DLE	855	20	29	"אז מה?"
CH01-S02.DLE	855	10	7	""
CH01-S02.DLE	908	12	30	"כלומר אני ממש צריכה אותו!"
CH01-S02.DLE	908	20	31	"עופי מפה, חברה."
CH01-S02.DLE	908	10	5	""
CH01-S02.DLE	964	10	6	""
CH01-S02.DLE	968	10	7	""
CH01-S02.DLE	972	10	5	""
CH01-S02.DLE	976	12	32	"אתה יודע משהו על אוצר אבוד?"
CH01-S02.DLE	976	22	33	"שודדי ים גנבו את כל חפצי הערך של האלכימאי שגר כאן לפניך."
CH01-S02.DLE	976	10	6	""
CH01-S02.DLE	1075	12	34	"ובכן, איפה האוצר עכשיו?"
CH01-S02.DLE	1075	22	35	"אני לא יודע, אולי הם קברו אותו."
CH01-S02.DLE	1075	10	7	""
CH01-S02.DLE	1145	22	36	"כבר שאלת אותי. אני לא יודע!"
CH01-S02.DLE	1145	10	8	""
CH01-S02.DLE	1182	12	37	"נמאס לי מהמשחק הזה."
CH01-S02.DLE	1182	10	8	""
CH01-S02.DLE	1211	12	38	"משבר, משבר, תמיד יש איזה משבר."
CH01-S02.DLE	1211	10	8	""
CH01-S02.DLE	1251	12	39	"אני צריכה את האוצר הזה."
CH01-S02.DLE	1251	10	8	""
CH01-S02.DLE	1284	12	40	"איפה הוא יכול להיות?"
CH01-S02.DLE	1284	10	8	""
CH01-S02.DLE	1314	12	41	"אין שום אוצר."
CH01-S02.DLE	1314	10	8	""
CH01-S02.DLE	1337	12	42	"אבל זה עדיין נחמד."
CH01-S02.DLE	1337	10	8	""
CH01-S02.DLE	1365	12	43	"אני מותשת."
CH01-S02.DLE	1365	10	8	""
CH01-S02.DLE	1385	12	44	"אני מוכנה לתנומה."
CH01-S02.DLE	1385	10	8	""
CH01-S02.DLE	1412	12	45	"אוך!"
CH01-S02.DLE	1412	10	8	""
CH01-S02.DLE	1426	12	46	"מטריד!"
CH01-S02.DLE	1426	10	8	""
CH01-S02.DLE	1442	12	47	"זה פשוט מגוחך."
CH01-S02.DLE	1442	10	8	""
CH01-S02.DLE	1466	12	48	"זה פשוט מגוחך."
CH01-S02.DLE	1466	10	8	""
CH01-S02.DLE	1490	12	49	"אני ממש לא מעוניינת להתחיל לחפור ברפש הזה."
CH01-S02.DLE	1490	10	8	""
CH01-S02.DLE	1542	12	50	"פוי!"
CH01-S02.DLE	1542	10	8	""
CH01-S02.DLE	1556	12	51	"יש לי דברים אחרים לעשות!"
CH01-S02.DLE	1556	10	8	""
CH01-S02.DLE	1590	12	52	"אני אמורה להיות בבית ולעשות כביסה!"
CH01-S02.DLE	1590	10	8	""
CH01-S02.DLE	1634	12	53	"הבחורים האלה לא יודעים כלום."
CH01-S02.DLE	1634	10	8	""
CH01-S02.DLE	1672	12	54	"באותה מידה יכולתי לשאול את דארם!"
CH01-S02.DLE	1672	10	8	""
CH01-S02.DLE	1714	12	55	"אין לי מצב רוח לזה."
CH01-S02.DLE	1714	10	8	""
CH01-S02.DLE	1743	12	56	"בפעם הבאה, ברין הולכת!"
CH01-S02.DLE	1743	10	8	""
CH01-S02.DLE	1775	12	57	"אוהו. עוד מפלצת."
CH01-S02.DLE	1775	10	8	""
CH01-S02.DLE	1801	12	58	"אוהו. עוד מפלצת."
CH01-S02.DLE	1801	10	8	""
CH01-S02.DLE	1827	12	59	"איף!"
CH01-S02.DLE	1827	10	8	""
CH01-S02.DLE	1841	12	60	"מריח כמו בפעם ההיא שפאון הכין ארוחת בוקר."
CH01-S02.DLE	1841	10	8	""
CH01-S02.DLE	1892	12	61	"החבר'ה האלה סתומים בלחץ."
CH01-S02.DLE	1892	10	8	""
CH01-S02.DLE	1926	12	62	"הם צריכים להשתמש בפתיון גבינה."
CH01-S02.DLE	1926	10	8	""
CH01-S02.DLE	1966	12	63	"חרקים מוזרים."
CH01-S02.DLE	1966	10	8	""
CH01-S02.DLE	1989	12	64	"חרקים מוזרים."
CH01-S02.DLE	1989	10	8	""
CH01-S02.DLE	2012	12	65	"אאוץ'. צומחת לי יבלת!"
CH01-S02.DLE	2012	10	8	""
CH01-S02.DLE	2043	12	66	"אין לי מצב רוח לרקוד."
CH01-S02.DLE	2043	10	8	""
CH01-S02.DLE	2074	12	67	"אני יודעת שיש שם משהו מאחור."
CH01-S02.DLE	2074	10	8	""
CH01-S02.DLE	2112	12	68	"הלוואי שהוא יסתלק."
CH01-S02.DLE	2112	10	8	""
CH01-S02.DLE	2140	12	69	"האוצר חייב להיות כאן."
CH01-S02.DLE	2140	10	8	""
CH01-S02.DLE	2171	12	70	"האוצר חייב להיות כאן."
CH01-S02.DLE	2171	10	8	""
CH01-S02.DLE	2202	10	8	""
CH01-S02.DLE	2206	10	9	""
CH01-S02.DLE	2210	12	71	"אין כאן שום אוצר."
CH01-S02.DLE	2210	10	9	""
CH01-S02.DLE	2237	10	9	""
CH01-S02.DLE	2241	10	9	""
CH01-S02.DLE	2245	10	9	""
CH01-S02.DLE	2249	10	9	""
CH01-S02.DLE	2253	10	9	""
CH01-S02.DLE	2257	10	9	""
CH01-S02.DLE	2261	10	9	""
CH01-S02.DLE	2265	10	9	""
CH01-S02.DLE	2269	10	9	""
CH01-S02.DLE	2273	10	9	""
CH01-S02.DLE	2277	10	9	""
CH01-S02.DLE	2281	10	9	""
CH01-S02.DLE	2285	10	9	""
CH01-S02.DLE	2289	12	72	"מוכרח להיות משהו במערה ההיא."
CH01-S02.DLE	2289	10	9	""
CH01-S02.DLE	2327	11	73	"אחרת, למה שהוא ישמור ככה על האזור האחורי של המערה?"
CH01-S02.DLE	2327	10	9	""
CH01-S02.DLE	2387	10	9	""
CH01-S02.DLE	2391	10	0	""
CH01-S03.DLE	160	13	0	"שלום זאנתיה."
CH01-S03.DLE	160	12	1	"יש לי בעיה עכברושית!"
CH01-S03.DLE	160	13	2	"למה שלא תכיני אחד מהשיקויים שלך?"
CH01-S03.DLE	160	4	4	""
CH01-S03.DLE	160	10	6	""
CH01-S03.DLE	250	10	7	""
CH01-S03.DLE	254	10	5	""
CH01-S03.DLE	258	18	3	"היי, איפה הזהב?"
CH01-S03.DLE	258	12	4	"אתה תקבל אותו."
CH01-S03.DLE	258	10	6	""
CH01-S03.DLE	303	12	5	"אתה באמת צריך את הזהב?"
CH01-S03.DLE	303	18	6	"את באמת צריכה לשוט?"
CH01-S03.DLE	303	10	7	""
CH01-S03.DLE	360	12	7	"אני צריכה לעבור את העכברוש ההוא במערה."
CH01-S03.DLE	360	18	8	"נסי מלכודת עכברים."
CH01-S03.DLE	360	10	5	""
CH01-S03.DLE	432	12	9	"אין מזל?"
CH01-S03.DLE	432	10	6	""
CH01-S03.DLE	450	12	10	"אין לכם עבודה או משהו?"
CH01-S03.DLE	450	16	11	"הס!"
CH01-S03.DLE	450	10	7	""
CH01-S03.DLE	491	12	12	"אתם כאן בכל פעם שאני עוברת."
CH01-S03.DLE	491	10	5	""
CH01-S03.DLE	528	12	13	"נראה רעב."
CH01-S03.DLE	528	10	6	""
CH01-S03.DLE	547	12	14	"שיניים גדולות."
CH01-S03.DLE	547	10	7	""
CH01-S03.DLE	571	12	15	"איזה עשב!"
CH01-S03.DLE	571	10	5	""
CH01-S03.DLE	590	12	16	"זוז הצידה אדון. אני ממהרת."
CH01-S03.DLE	590	20	17	"לא נראה לי."
CH01-S03.DLE	590	10	6	""
CH01-S03.DLE	643	12	18	"בבקשה."
CH01-S03.DLE	643	20	19	"את יודעת, את נראית טוב כשאת כועסת."
CH01-S03.DLE	643	10	7	""
CH01-S03.DLE	699	12	20	"הזדמנות אחרונה, או שאני..."
CH01-S03.DLE	699	20	21	"את מה?"
CH01-S03.DLE	699	10	5	""
CH01-S03.DLE	747	10	6	""
CH01-S03.DLE	751	10	7	""
CH01-S03.DLE	755	10	5	""
